ID,Name,Category,Pictures,Price,Featured,Status,Updated,ImageLinks,DescriptionSummary
055,055 Sold Watercolour - Framed - Stone Pines of Villa Doria Pamphili - Rome 1892,Recently Sold,4 x,€890.00,No,2,17/04/2023,"['https://file.4pm.ie/920/583ada96.jpg', 'https://file.4pm.ie/920/6c6af20f.jpg', 'https://file.4pm.ie/920/dba6c0f4.jpg', 'https://file.4pm.ie/920/9bd94603.jpg']","Width: 16 (41cm), Height: 17 (43cm), Width: 9 (23cm), Height: 8.5 (22cm)"
056,056 Sold Fine Pair French Black Enamelled Glass Ormolu Electric Table Lamps 1860-1880,Recently Sold,4 x,"€1,350.00",No,2,24/03/2018,"['https://file.4pm.ie/783/568b1c59.jpg', 'https://file.4pm.ie/783/5bb036eb.jpg', 'https://file.4pm.ie/783/bc8b6f82.jpg', 'https://file.4pm.ie/783/84280d98.jpg']","Width: 6.75 (17cm); Materials: Glass, Gold"
057,057 Sold Antique Map of Ireland - 1778 - Bowen - English - Original,Recently Sold,2 x,€285.00,No,2,06/07/2019,"['https://file.4pm.ie/865/66b3a499.jpg', 'https://file.4pm.ie/865/304a6ae6.jpg']","Height: 11.5 (29cm), Width: 7.5 (19cm); Provenance: Ireland"
058,058 Rare Sculpture - Bronze Circa 1950 - German,Ormolu and Bronze Collection Dublin Ireland Antiques,9 x,"€2,950.00",No,1,09/03/2024,"['https://file.4pm.ie/940/d52bd9c0.jpg', 'https://file.4pm.ie/940/6fc3ef6f.jpg', 'https://file.4pm.ie/940/db57c7e3.jpg', 'https://file.4pm.ie/940/9b423c66.jpg', 'https://file.4pm.ie/940/286c635f.jpg', 'https://file.4pm.ie/940/d687c27e.jpg', 'https://file.4pm.ie/940/60d4f6b0.jpg', 'https://file.4pm.ie/940/b8cd5c55.jpg', 'https://file.4pm.ie/940/37f96742.jpg']","Height: 21.75 (55cm), Width: 10 (25.5cm); Materials: Bronze; Provenance: Ireland"
059,059 Sold Adan and Eve - Reginald Gray - Tempera on Wood Panel - Framed,Recently Sold,4 x,"€14,500.00",No,2,26/11/2022,"['https://file.4pm.ie/920/eeb0fae5.jpg', 'https://file.4pm.ie/920/64a1588b.jpg', 'https://file.4pm.ie/920/b0d73bd7.jpeg', 'https://file.4pm.ie/920/c3054cce.jpeg']","Height: 48.25 (122.5cm), Width: 21 (53.3cm); Provenance: Provenance: The Caravan Gallery, New York, ; Features: Provenance available"
060,060 'Games Night' Oil on Panel Steve Burgess (Born 1960),Paintings and Engravings - Antique Shop Ireland,1 x,"€1,790.00",No,1,16/06/2022,['https://file.4pm.ie/920/f1d3d31b.jpg'],"Height: 12 (30cm), Width: 10 (25.4cm); Provenance: Ireland"
061,061 Sold 'Direct Gaze' A Self Portrait by John Boyd (Born 1957) Pastel,Recently Sold,3 x,"€1,950.00",No,2,15/07/2022,"['https://file.4pm.ie/920/813f2656.jpg', 'https://file.4pm.ie/920/d6d6b933.jpg', 'https://file.4pm.ie/920/a58524f2.jpg']","Height: 14.4 (36.5cm), Width: 11 (28cm); Provenance: Ireland; Features: Rare piece"
062,062 Sold Miniature Oil Painting on Canvas Italian Old Master 19th Century,Recently Sold,5 x,€485.00,No,2,14/12/2019,"['https://file.4pm.ie/895/1d04fda5.jpg', 'https://file.4pm.ie/895/9ca09c57.jpg', 'https://file.4pm.ie/895/761330ff.jpg', 'https://file.4pm.ie/895/132cba28.jpg', 'https://file.4pm.ie/895/e6f1480d.jpg']",State: Restored/Cleaned
063,063 Set of Four Framed - Vintage German Cars from Veteran and Vintage 1964,Paintings and Engravings,4 x,€990.00,No,1,08/07/2024,"['https://file.4pm.ie/896/f53e2aa3.jpg', 'https://file.4pm.ie/896/f7dfde9c.jpg', 'https://file.4pm.ie/896/784a651d.jpg', 'https://file.4pm.ie/896/4dd9f647.jpg']","Height: 9.5 (24cm), Width: 14.5 (37cm); Materials: Walnut"
064,064 Sold 'Daughters of Charity at Night' - Ben Maile - Oilon Board,Recently Sold,4 x,"€1,250.00",No,2,23/07/2022,"['https://file.4pm.ie/920/b2865c5c.jpg', 'https://file.4pm.ie/920/b97836a.jpg', 'https://file.4pm.ie/920/9b0b9c5b.jpg', 'https://file.4pm.ie/920/d10e1005.jpg']","Width: 19.25 (49cm), Height: 29.5 (75cm); Provenance: Ireland; Features: Rare piece"
065,065 'Standing Figure with Cane' A Self Portrait by John Boyd (Born 1957) Pastel,Paintings and Engravings - Antique Shop Ireland,4 x,"€5,950.00",No,1,30/05/2024,"['https://file.4pm.ie/920/ed0680b.jpg', 'https://file.4pm.ie/920/38e786fe.jpg', 'https://file.4pm.ie/920/6382d1b2.jpg', 'https://file.4pm.ie/920/83b3ac74.jpg']","Height: 20.8 (53cm), Width: 14.6 (37cm); Provenance: Ireland; Features: Rare piece"
066,066 Antique Pair German Dresden Meissen Still Life Flowers Cabinet Leaf Form Plates,Porcelain - Antiques in Dublin Ireland,8 x,€685.00,No,1,22/06/2022,"['https://file.4pm.ie/921/94b2af51.jpg', 'https://file.4pm.ie/921/28a8f9c.jpg', 'https://file.4pm.ie/921/abc6ada2.jpg', 'https://file.4pm.ie/921/59f3530a.jpg', 'https://file.4pm.ie/921/2c3cd768.jpg', 'https://file.4pm.ie/921/d790dc0e.jpg', 'https://file.4pm.ie/921/c8de83da.jpg', 'https://file.4pm.ie/921/6fe8ebe6.jpg']",Materials: Porcelain; Features: Rare piece
067,067 Mappe Monde (World Map) - Robert de Vaugondy - 1821,Newest Listings - Art and Antique Gallery Dublin,7 x,"€1,175.00",No,1,31/03/2025,"['https://file.4pm.ie/947/1fdedb6d.jpg', 'https://file.4pm.ie/947/a2c3bd10.jpg', 'https://file.4pm.ie/947/6995a408.jpg', 'https://file.4pm.ie/947/395aa8e7.jpg', 'https://file.4pm.ie/947/b61b857f.jpg', 'https://file.4pm.ie/947/ff41c57e.jpg', 'https://file.4pm.ie/947/d05c7fa3.jpg']","Width: 29 (74cm), Height: 15.25 (39cm); Materials: Glass"
068,068 Sold Art Nouveau Coal Scuttle Circa 1905 - Brass and Copper,Recently Sold,3 x,€395.00,No,2,06/12/2024,"['https://file.4pm.ie/921/d4172058.jpg', 'https://file.4pm.ie/921/6459dda1.jpg', 'https://file.4pm.ie/921/13a373bf.jpg']","Height: 18.5 (47cm), Width: 14 (36cm)"
069,069 Sold Stunning Pair French Ormolu and Statutory Marble Urns Late 19thCt,Recently Sold,6 x,€630.00,No,2,20/04/2018,"['https://file.4pm.ie/826/41a8f5fb.jpg', 'https://file.4pm.ie/826/92f87b43.jpg', 'https://file.4pm.ie/826/99112df6.jpg', 'https://file.4pm.ie/826/e0532418.jpg', 'https://file.4pm.ie/826/614c29a1.jpg', 'https://file.4pm.ie/826/759e58c7.jpg']","Materials: Gold, Marble"
070,070 Sold Antique Pair French Doré Bronze Neoclassical Ormolu Gilt Candlestick Table Lamps,Recently Sold,5 x,"€1,200.00",No,2,21/12/2024,"['https://file.4pm.ie/943/6fa406a2.jpg', 'https://file.4pm.ie/943/efcaf8c9.jpg', 'https://file.4pm.ie/943/e6bf3080.jpg', 'https://file.4pm.ie/943/ff05834e.jpg', 'https://file.4pm.ie/943/e67ce23f.jpg']","Height: 15.25 (38.5cm), Width: 4.5 (11.5cm), Depth: 4 (10.25cm); Materials: Bronze, Gold"
071,071 Sold Victorian folding cased Mahogany travelling Chess Set Circa 1890,Recently Sold,4 x,€285.00,No,2,08/06/2015,"['https://file.4pm.ie/193/b5a24c21.jpg', 'https://file.4pm.ie/193/1761b7d0.jpg', 'https://file.4pm.ie/193/a6dff963.jpg', 'https://file.4pm.ie/193/12fd2246.jpg']","Width: 13.5 (34.5cm), Depth: 7.5 (19cm); Materials: Mahogany"
072,072 Sold Superb Edwardian Satinwood Display Case - Circa 1900,Recently Sold,6 x,"€6,850.00",Yes,2,26/10/2019,"['https://file.4pm.ie/779/1135ba2b.jpg', 'https://file.4pm.ie/779/96d25d6a.jpg', 'https://file.4pm.ie/779/ff042076.jpg', 'https://file.4pm.ie/779/471ac267.jpg', 'https://file.4pm.ie/779/68405649.jpg', 'https://file.4pm.ie/779/6d52df5d.jpg']","Height: 72 (183cm), Width: 58 (147.5cm), Depth: 17 (43cm); Features: Inlaid decoration"
073,073 Sold George lll Mahogany Tea Caddy Circa 1780,Recently Sold,6 x,€545.00,No,2,28/09/2019,"['https://file.4pm.ie/890/549bd290.jpg', 'https://file.4pm.ie/890/5bc9e01b.jpg', 'https://file.4pm.ie/890/c29792f7.jpg', 'https://file.4pm.ie/890/25aefceb.jpg', 'https://file.4pm.ie/890/375b48b8.jpg', 'https://file.4pm.ie/890/e4c68d84.jpg']","Height: 7 (17.5cm), Width: 9.5 (24cm), Depth: 5 (12.75cm); Materials: Mahogany"
074,074 Sold French Scarf Box - Circa 1890 - Paris - Stunning Museum Quality Piece,Recently Sold,6 x,"€2,900.00",No,2,19/11/2022,"['https://file.4pm.ie/709/13c52f07.jpg', 'https://file.4pm.ie/709/ec578344.jpg', 'https://file.4pm.ie/709/3093a9eb.jpg', 'https://file.4pm.ie/709/6a3c177a.jpg', 'https://file.4pm.ie/709/907d9633.jpg', 'https://file.4pm.ie/709/1b3d647.jpg']","Height: 10.5 (27cm), Width: 24 (61cm), Depth: 16 (41cm); Materials: Ebony; Provenance: made in France Circa "
075,075 Very Rare Elizabeth Peyton Limited Edition Print - Flowers Diaghilev,Paintings and Engravings - Antique Shop Ireland,6 x,"€2,600.00",No,1,27/01/2022,"['https://file.4pm.ie/916/2b8cc0b1.jpg', 'https://file.4pm.ie/916/be16c534.jpg', 'https://file.4pm.ie/916/25c8d8c1.jpg', 'https://file.4pm.ie/916/28def179.jpg', 'https://file.4pm.ie/916/c5f63b6c.jpg', 'https://file.4pm.ie/916/8e06033d.jpg']","Width: 9 (22.8cm), Height: 12 (30.8cm); Features: Rare piece"
076,076 Sold Huge Pair French Bronze and Ormolu Wall Sconces - Circa 1890,Recently Sold,6 x,"€4,450.00",No,2,14/04/2018,"['https://file.4pm.ie/691/76fddf8e.jpg', 'https://file.4pm.ie/691/d3cd9f61.jpg', 'https://file.4pm.ie/691/2c7f9411.jpg', 'https://file.4pm.ie/691/75695d30.jpg', 'https://file.4pm.ie/691/f94d5d3f.jpg', 'https://file.4pm.ie/691/ad02c4b4.jpg']","Height: 31 (79cm), Width: 20 (51cm); Materials: Bronze; Provenance: Made in France they depict Victory as she Stands aloft a sphere above ; State: Restored/Cleaned"
077,077 Sold Antique Set Six Patinated Bronze French Twin Light Wall Candle Sconces Appliques,Recently Sold,6 x,"€1,475.00",No,2,14/11/2024,"['https://file.4pm.ie/946/b06092be.jpg', 'https://file.4pm.ie/946/1d63db50.jpg', 'https://file.4pm.ie/946/86cfb41.jpg', 'https://file.4pm.ie/946/5935d689.jpg', 'https://file.4pm.ie/946/3d02f789.jpg', 'https://file.4pm.ie/946/8c2dbe83.jpg']",Materials: Bronze
078,078 Sold Beautiful Antique French Mirror Circa 1880 - Superb Condition,Recently Sold,2 x,"€2,200.00",No,2,16/02/2019,"['https://file.4pm.ie/851/22e79d69.jpg', 'https://file.4pm.ie/851/e6ee0629.jpg']",Height: 44 (112cm); Materials: Glass; Provenance: Ireland
079,079 Sold 'Games Night Too' Oil on Panel Steve Burgess (Born 1960),Recently Sold,1 x,"€1,790.00",No,2,08/10/2024,['https://file.4pm.ie/921/4018f1ea.jpg'],"Height: 12 (30cm), Width: 10 (25.4cm); Provenance: Ireland"
080,080 Sold Irish Mahogany Desk - Hicks of Dublin - Circa 1910,Recently Sold,6 x,"€3,950.00",No,2,28/06/2022,"['https://file.4pm.ie/921/d41e245.jpg', 'https://file.4pm.ie/921/26815b6d.jpg', 'https://file.4pm.ie/921/b2494975.jpg', 'https://file.4pm.ie/921/a79c8ecb.jpg', 'https://file.4pm.ie/921/c4c6f4d2.jpg', 'https://file.4pm.ie/921/fd72950b.jpg']","Height: 29.5 (75cm), Width: 57 (145cm), Depth: 31.5 (80cm); Materials: Silver; Provenance: Ireland; Features: Rare piece"
081,081 Antique Georgian Burl Walnut English Double Tea Caddy Box Cut Crystal Bowl 19Ct,"Jewellery Caskets, Writing Slopes and Tea Caddies",7 x,€875.00,No,1,21/12/2022,"['https://file.4pm.ie/926/ffe0097d.jpg', 'https://file.4pm.ie/926/76017587.jpg', 'https://file.4pm.ie/926/1b09d83a.jpg', 'https://file.4pm.ie/926/a2043702.jpg', 'https://file.4pm.ie/926/8fb4822a.jpg', 'https://file.4pm.ie/926/662b29d4.jpg', 'https://file.4pm.ie/926/fe63084e.jpg']",Materials: Walnut
082,082 'Dressed to Kill' Design David Fisher - Signed Dated 1987,Newest Listings - Art and Antique Gallery Dublin,5 x,€595.00,No,1,06/06/2025,"['https://file.4pm.ie/948/ea97eea8.jpeg', 'https://file.4pm.ie/948/3cedb11c.jpeg', 'https://file.4pm.ie/948/34213ae9.jpeg', 'https://file.4pm.ie/948/598d8b5b.jpeg', 'https://file.4pm.ie/948/52d44378.jpeg']","Height: 25.5 (65cm); Materials: Bronze, Silver"
083,083 Antique Pair French Ormolu Gilt Bronze Sevres Porcelain Candelabras Candlesticks,Candlesticks and Candelabra - Antiques in Dublin Ireland,6 x,"€1,475.00",No,1,20/09/2023,"['https://file.4pm.ie/934/1f6cc4a0.jpg', 'https://file.4pm.ie/934/b92b18d.jpg', 'https://file.4pm.ie/934/f7219897.jpg', 'https://file.4pm.ie/934/ac48c2df.jpg', 'https://file.4pm.ie/934/9ec273c7.jpg', 'https://file.4pm.ie/934/8892e003.jpg']","Height: 16.25 (41cm); Materials: Gold, Porcelain"
084,084 Pair of Mahogany Knife Urns on Cabinets - Circa 1880,Fine Furniture - Antiques from Dublin Ireland,4 x,"€6,900.00",No,1,05/01/2022,"['https://file.4pm.ie/916/a92f068d.jpg', 'https://file.4pm.ie/916/dd5fed8a.jpg', 'https://file.4pm.ie/916/ea9e3e6f.jpg', 'https://file.4pm.ie/916/c30cdc33.jpg']","Height: 27 (68.5cm), Height: 67 (170cm), Width: 17 (43cm); Materials: Mahogany"
085,085 Set Nine Bohemian Ruby Etched Finger Bowls 19th Ct,Crystal and Glass - Antique Gifts,6 x,€875.00,No,1,02/12/2013,"['https://file.4pm.ie/72/6407bbe0.jpg', 'https://file.4pm.ie/72/f3ecedbc.jpg', 'https://file.4pm.ie/72/abb23cfc.jpg', 'https://file.4pm.ie/72/d5baa4d1.jpg', 'https://file.4pm.ie/72/c8665401.jpg', 'https://file.4pm.ie/72/499ce2f.jpg']",Height: 3.25 (8.25cm)
086,086 Sold Antique French Ormolu Kingwood Sevres Casket Jewelry Box Attrib. Vervelle,Recently Sold,8 x,€875.00,No,2,05/02/2024,"['https://file.4pm.ie/935/6e23c91d.jpg', 'https://file.4pm.ie/935/9c470182.jpg', 'https://file.4pm.ie/935/7b4709dd.jpg', 'https://file.4pm.ie/935/badaa085.jpg', 'https://file.4pm.ie/935/fb1e4c9e.jpg', 'https://file.4pm.ie/935/4c802017.jpg', 'https://file.4pm.ie/935/1ca2d19d.jpg', 'https://file.4pm.ie/935/a80b7344.jpg']",Materials: Porcelain; Provenance: made in France and firmly attributed to renowned furniture makers V ervelle Audot. Third quarter of the Nineteenth C entury . The main outer body of serpentine outline with slight dome hinged cover and a central soft paste porcelain Sevres hand painted plaque within a lavish cast ormolu surround. This magnificent casket ends on a shaped base with lavish cast ormolu mount. Condition
087,087 Mourne By Basil Blackshaw And Paul Yates - First Edition 2005,Gifts for all Occasions,9 x,€395.00,No,1,02/07/2022,"['https://file.4pm.ie/921/7b30b710.jpg', 'https://file.4pm.ie/921/6568aaa8.jpg', 'https://file.4pm.ie/921/fc48ccd5.jpg', 'https://file.4pm.ie/921/4cb7139a.jpg', 'https://file.4pm.ie/921/4f31f016.jpg', 'https://file.4pm.ie/921/73ec1325.jpg', 'https://file.4pm.ie/921/9f20b11a.jpg', 'https://file.4pm.ie/921/203d12cf.jpg', 'https://file.4pm.ie/921/658e16bc.jpg']","Height: 12.5 (32cm), Width: 10 (25.5cm); Provenance: Ireland"
088,088 Mah Jongg Boxed Game - Circa 1920 Complete with Instruction Book,Gifts for all Occasions,9 x,€295.00,No,1,26/06/2024,"['https://file.4pm.ie/942/169d64f7.jpg', 'https://file.4pm.ie/942/82eed7f1.jpg', 'https://file.4pm.ie/942/8b5a0eff.jpg', 'https://file.4pm.ie/942/a2a40ebd.jpg', 'https://file.4pm.ie/942/41d8d527.jpg', 'https://file.4pm.ie/942/79a7610d.jpg', 'https://file.4pm.ie/942/f3bf2cd6.jpg', 'https://file.4pm.ie/942/9d86625a.jpg', 'https://file.4pm.ie/942/5696137b.jpeg']","Width: 9.5 (24cm), Depth: 7 (17.5cm), Height: 5.5 (14cm), Width: 75 (2cm)"
089,089 Sold Regency Mahogany Tea Caddy - Circa 1820,Recently Sold,5 x,€325.00,No,2,14/03/2020,"['https://file.4pm.ie/890/ab20da82.jpg', 'https://file.4pm.ie/890/94754d3d.jpg', 'https://file.4pm.ie/890/9686cd0b.jpg', 'https://file.4pm.ie/890/e2a5408c.jpg', 'https://file.4pm.ie/890/7c8c705.jpg']","Height: 6 (15cm), Width: 8.5 (21.5cm), Depth: 4.75 (12cm); Materials: Mahogany"
090,090 Antique Victorian Bohemian Hand Cut to Clear Crystal Ruby Red Glass Centerpiece,Newest Listings - Art and Antique Gallery Dublin,5 x,€375.00,No,1,14/04/2025,"['https://file.4pm.ie/947/d9927bf5.jpg', 'https://file.4pm.ie/947/3a442b2b.jpg', 'https://file.4pm.ie/947/185affbc.jpg', 'https://file.4pm.ie/947/6760cb5.jpg', 'https://file.4pm.ie/947/a07d87c5.jpg']","Bohemian Crystal Clear and dark ruby Circular Lidded Centerpiece of generous proportions, late Nineteenth. This magnificent piece is beautifully hand engraved depicting bunches of grapes and foliage o"
091,091 Rosewood Ladies Travel Casket - Circa 1850 - Mother of Pearl inlay,"Jewellery Caskets, Writing Slopes and Tea Caddies",5 x,€595.00,No,1,13/02/2014,"['https://file.4pm.ie/151/80f688a2.jpg', 'https://file.4pm.ie/151/be084a91.jpg', 'https://file.4pm.ie/151/57f6b942.jpg', 'https://file.4pm.ie/151/67b0f877.jpg', 'https://file.4pm.ie/151/8f4f2f04.jpg']","Height: 7 (18cm), Width: 12.5 (32cm), Depth: 9 (23cm); Features: Inlaid decoration"
092,092 Signing Declaration of Independence - John Trumbull - Engraving,Paintings and Engravings - Antique Shop Ireland,3 x,€245.00,No,1,14/02/2014,"['https://file.4pm.ie/151/2c3804dc.jpg', 'https://file.4pm.ie/151/af5394d3.jpg', 'https://file.4pm.ie/151/aecfe59e.jpg']","Width: 7 (18cm), Height: 5 (13cm)"
093,093 French Boulle Ormolu and Tortoise shell inlaid Mantel Clock,Newest Listings - Art and Antique Gallery Dublin,4 x,"€3,900.00",No,1,22/10/2015,"['https://file.4pm.ie/646/456ca61b.jpg', 'https://file.4pm.ie/646/f2e4014c.jpg', 'https://file.4pm.ie/646/a0c4210b.jpg', 'https://file.4pm.ie/646/10c12822.jpg']","Height: 23 (59cm), Depth: 6 (15cm), Width: 13.5 (34cm); Features: Inlaid decoration"
095,"095 Set of 3 Famous Composers , Beethoven, Mozart and Wagner",Paintings and Engravings - Antique Shop Ireland,3 x,€425.00,No,1,14/02/2014,"['https://file.4pm.ie/151/41f69517.jpg', 'https://file.4pm.ie/151/92f24db4.jpg', 'https://file.4pm.ie/151/ff6279c4.jpg']","Height: 5.5 (14cm), Width: 3.5 (9cm)"
096,096 Sold Late 19th Century French Gilt wood Cushion Mirror - Superb,Recently Sold,3 x,"€2,550.00",No,2,23/03/2022,"['https://file.4pm.ie/815/3989bf0c.jpg', 'https://file.4pm.ie/815/ff7fcaad.jpg', 'https://file.4pm.ie/815/e373410a.jpg']","Height: 50 (127cm), Width: 37.5 (95cm)"
097,097 Sold Hand Carved Bog Oak Irish Harp Late 19th Ct - Irish,Memorable Irish Antiques,6 x,"€2,000.00",No,2,13/02/2016,"['https://file.4pm.ie/657/6dc860ba.jpg', 'https://file.4pm.ie/657/ae2ee301.jpg', 'https://file.4pm.ie/657/282788d8.jpg', 'https://file.4pm.ie/657/90a75a7e.jpg', 'https://file.4pm.ie/657/b4261eeb.jpg', 'https://file.4pm.ie/657/fbe4078d.jpg']","Height: 11 (28cm), Width: 7 (18cm); Materials: Oak; Features: Rare piece"
098,098 Thomas Malton - View Brick House Dublin - Hand Coloured Engraving,Paintings and Engravings - Antique Shop Ireland,2 x,€385.00,No,1,14/02/2014,"['https://file.4pm.ie/151/73fd0963.jpg', 'https://file.4pm.ie/151/895850d7.jpg']","Width: 15 (38cm), Height: 12 (30cm)"
099,099 Sold Victorian Upholstered Mahogany Stool - Circa 1850,Recently Sold,4 x,€495.00,No,2,02/08/2023,"['https://file.4pm.ie/927/7e33cf42.jpg', 'https://file.4pm.ie/927/ffba9b60.jpg', 'https://file.4pm.ie/927/4c693004.jpg', 'https://file.4pm.ie/927/b267d7c6.jpg']","Height: 17 (43cm), Depth: 19 (48cm), Width: 25 (63.5cm); Materials: Mahogany; Provenance: made in England . The X Frame design is is strengthened by a turned stretcher uniting the frame and the stool was recently upholstered. The stool is in excellent condition and is a very adaptable piece in the home. Height "
100,100 Sold Tug of War - Satirical Engraving - 1899 - Original Harding Cox,Recently Sold,5 x,€745.00,No,2,23/12/2024,"['https://file.4pm.ie/866/ce4f429d.jpg', 'https://file.4pm.ie/866/6afcaf64.jpg', 'https://file.4pm.ie/866/722132d0.jpg', 'https://file.4pm.ie/866/c82fc983.jpg', 'https://file.4pm.ie/866/b0ef4f59.jpg']","Height: 12.5 (32cm), Width: 32 (81cm)"
101,101 Rare Thuya Wood Dome Jewellery Casket – Manning of Ireland – Irish,"Jewellery Caskets, Writing Slopes and Tea Caddies",5 x,€990.00,No,1,18/11/2024,"['https://file.4pm.ie/946/7b81ede7.jpeg', 'https://file.4pm.ie/946/2e2c948c.jpeg', 'https://file.4pm.ie/946/c450c453.jpeg', 'https://file.4pm.ie/946/46426508.jpeg', 'https://file.4pm.ie/946/fa48875f.jpeg']",Materials: Mahogany; Provenance: Ireland; Features: Rare piece
102,"102 Portrait of a Gentleman, 1911 William Conor OBE RHA RUA ROI (1881-1968)",Paintings and Engravings - Antique Shop Ireland,4 x,€645.00,No,1,02/07/2024,"['https://file.4pm.ie/942/ce66e5a1.jpg', 'https://file.4pm.ie/942/ad7eb54b.jpg', 'https://file.4pm.ie/942/130b1d5a.jpg', 'https://file.4pm.ie/942/8ec6c1f8.jpg']","Height: 8 (20.32cm), Height: 20 (50.8cm), Width: 16 (40.64cm)"
103,103 Sold Regency English Mahogany Twin Door Cabinet - Circa 1820,Recently Sold,4 x,€985.00,No,2,19/05/2018,"['https://file.4pm.ie/831/4922b919.jpg', 'https://file.4pm.ie/831/6aef8cc8.jpg', 'https://file.4pm.ie/831/3bb25a17.jpg', 'https://file.4pm.ie/831/ebbf24a6.jpg']","Height: 37 (94cm), Width: 24.75 (63cm), Depth: 12.5 (32cm); Materials: Ebony, Mahogany"
1036,1036 Sold Rosewood Manning Jewellery Box - Ireland - Gift,Recently Sold,4 x,€225.00,No,2,21/12/2018,"['https://file.4pm.ie/76/22cfbc1e.jpg', 'https://file.4pm.ie/76/81dec7db.jpg', 'https://file.4pm.ie/76/d5a56f6b.jpg', 'https://file.4pm.ie/76/247ef6ff.jpg']","Width: 10.5 (26.75cm), Depth: 8.25 (21cm), Height: 3.75 (9.5cm)"
104,104 Antique Rare and Heavy Gilt Bronze Pitcher - Greek Mythical Decoration,Ormolu and Bronze Collection Dublin Ireland Antiques,6 x,€990.00,No,1,14/04/2023,"['https://file.4pm.ie/929/4fd321c.jpg', 'https://file.4pm.ie/929/71e1e2b1.jpg', 'https://file.4pm.ie/929/7dd72001.jpg', 'https://file.4pm.ie/929/773baa89.jpg', 'https://file.4pm.ie/929/682dda32.jpg', 'https://file.4pm.ie/929/929a2214.jpg']","Height: 8.25 (21cm), Width: 7 (18cm); Materials: Bronze; Features: Rare piece"
105,105 Sold George Bernard O'Neill - Oil on Board - Lets Play,Recently Sold,5 x,"€4,950.00",No,2,29/06/2024,"['https://file.4pm.ie/940/aaabc4fa.jpg', 'https://file.4pm.ie/940/80ea7c43.jpg', 'https://file.4pm.ie/940/64da2d4.jpg', 'https://file.4pm.ie/940/801f4675.jpg', 'https://file.4pm.ie/940/1a50017a.jpg']","Width: 11.75 (30cm), Height: 9.75 (25cm), Width: 18.75 (48cm), Height: 18 (46cm)"
106,106 Pair English Porcelain Royal Doulton Art Nouveau Ewers Pitchers Urns,Porcelain - Antiques in Dublin Ireland,9 x,€575.00,No,1,15/02/2022,"['https://file.4pm.ie/916/39413656.jpg', 'https://file.4pm.ie/916/aa622e6c.jpg', 'https://file.4pm.ie/916/2e3d3467.jpg', 'https://file.4pm.ie/916/b8b53853.jpg', 'https://file.4pm.ie/916/c938436b.jpg', 'https://file.4pm.ie/916/7bfc055c.jpg', 'https://file.4pm.ie/916/51eb6223.jpg', 'https://file.4pm.ie/916/e2c65512.jpg', 'https://file.4pm.ie/916/2765489a.jpg']",Height: 8.5 (21.5cm)
107,107 Sold Late Georgian Partners Desk - English - Mahogany - Circa 1825,Recently Sold,5 x,"€4,850.00",No,2,08/10/2021,"['https://file.4pm.ie/866/5c215750.jpg', 'https://file.4pm.ie/866/92795d1.jpg', 'https://file.4pm.ie/866/cad06319.jpg', 'https://file.4pm.ie/866/cdd6882e.jpg', 'https://file.4pm.ie/866/5373cd10.jpg']","Height: 31.25 (979.5cm), Depth: 41.25 (105cm); Materials: Mahogany"
108,108 Sold Antique Coromandel and Brass Mounted Games Box Circa 1880,Recently Sold,4 x,€495.00,No,2,15/09/2018,"['https://file.4pm.ie/719/1e33d05b.jpg', 'https://file.4pm.ie/719/a27bb1e2.jpg', 'https://file.4pm.ie/719/3cc779d9.jpg', 'https://file.4pm.ie/719/3bcd2a4d.jpg']","Height: 3 (9cm), Width: 11 (29cm), Depth: 7 (18cm)"
1099a,"1099a Sold Daniel Van der Putten - Stephens Green, Dublin - Oil Painting on Panel",Recently Sold,1 x,"€5,500.00",No,2,10/10/2015,['https://file.4pm.ie/632/f42c0f8a.jpg'],"Height: 14 (36cm), Width: 18 (46cm); Features: Rare piece"
1099aa,1099aa Sold Taghadoe Kildare - Winters Evening - Daniel Van der Putten - Oil Painting on Panel,Recently Sold,1 x,"€3,950.00",No,2,13/01/2018,['https://file.4pm.ie/764/826e01fd.jpg'],"Width: 14 (36cm), Height: 11 (28cm); Provenance: Ireland; Features: Rare piece"
1099aaa,1099aaa Sold Daniel Van der Putten - Castletown - Co. Laois - Oil Painting on Panel,Recently Sold,1 x,"€4,950.00",No,2,23/02/2019,['https://file.4pm.ie/864/9ffae956.jpg'],"Width: 15.5 (39.5cm), Height: 13 (26cm); Provenance: Ireland; Features: Rare piece"
1099b,"1099b Sold Daniel Van der Putten - Doonmacreena, Co. Mayo - Oil Painting on Panel",Recently Sold,1 x,"€2,850.00",No,2,14/04/2015,['https://file.4pm.ie/179/afd89248.jpg'],"Height: 10 (25.5cm), Width: 12 (30.5cm); Provenance: Ireland; Features: Rare piece"
1099bb,"1099bb Sold Daniel Van der Putten - Rabbit in the Woods - Killarney, Kerry - Oil Painting on Panel",Recently Sold,1 x,"€3,250.00",No,2,23/06/2018,['https://file.4pm.ie/829/246e72d2.jpg'],"Width: 12 (31cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
