ID,Name,Category,Pictures,Price,Featured,Status,Updated,ImageLinks,DescriptionSummary
884,884 Sold French Tantalus - Beautiful Quality by one Leruth of Paris - Circa 1890,Recently Sold,8 x,"€2,950.00",No,2,06/04/2018,"['https://file.4pm.ie/830/261ad59f.jpg', 'https://file.4pm.ie/830/5a93d84.jpg', 'https://file.4pm.ie/830/c41bdb3.jpg', 'https://file.4pm.ie/830/9acf0a7e.jpg', 'https://file.4pm.ie/830/a5027145.jpg', 'https://file.4pm.ie/830/5f14d830.jpg', 'https://file.4pm.ie/830/329e4a05.jpg', 'https://file.4pm.ie/830/409834fe.jpg']","Height: 11 (28cm), Width: 13.5 (34.5cm), Depth: 10.25 (27cm); Materials: Ebony, Glass; Provenance: Ireland"
885,885 Sold Pair of Mahogany Cutlery Boxes - Mid 19th Century - Possibly Irish,Recently Sold,9 x,"€2,250.00",No,2,21/07/2018,"['https://file.4pm.ie/826/bf94e4ca.jpg', 'https://file.4pm.ie/826/93195cd7.jpg', 'https://file.4pm.ie/826/5a625355.jpg', 'https://file.4pm.ie/826/b8dc817f.jpg', 'https://file.4pm.ie/826/fb181521.jpg', 'https://file.4pm.ie/826/322c115e.jpg', 'https://file.4pm.ie/826/cb4c4348.jpg', 'https://file.4pm.ie/826/873ca14c.jpg', 'https://file.4pm.ie/826/7b71dbc.jpg']","Height: 22 (56cm), Depth: 10 (26cm); Materials: Mahogany; Provenance: located in Epping near London but we believe may have been carved and made in Ireland. The Mahogany has a deep rich Patina and although the boxes are now adapted to decorated storage boxes they have not in any way lost their charm and appeal. The Arch shape lids sit above superby carved sides with Swag and Mask detail which give the boxes wonderful character. These are rare and I was lucky to find them. Height ; Features: Rare piece"
886,886 Sold Antique Brass Inlaid Rosewood English Tea Caddy Box Regency Gillows Lancaster,Recently Sold,7 x,"€1,875.00",No,2,23/12/2024,"['https://file.4pm.ie/928/592e9455.jpg', 'https://file.4pm.ie/928/f74d122d.jpg', 'https://file.4pm.ie/928/df5b4cf3.jpg', 'https://file.4pm.ie/928/6b1686b.jpg', 'https://file.4pm.ie/928/9da51247.jpg', 'https://file.4pm.ie/928/f2495875.jpg', 'https://file.4pm.ie/928/46ad956b.jpg']",Materials: Glass
887,887 John Schwatschke 'Between Ourselves' Oil on Canvas - Framed,Paintings and Engravings - Antique Shop Ireland,4 x,"€1,490.00",No,1,16/10/2024,"['https://file.4pm.ie/945/1e308ba1.jpg', 'https://file.4pm.ie/945/68847e07.jpg', 'https://file.4pm.ie/945/33773dee.jpg', 'https://file.4pm.ie/945/2ffc5e46.jpg']","Height: 20 (51cm), Width: 24 (61cm)"
888,888 Very Rare - Bronze - Napoleon by Canova Circa 1850,Newest Listings - Art and Antique Gallery Dublin,8 x,"€3,950.00",No,1,03/10/2018,"['https://file.4pm.ie/854/451c41bd.jpg', 'https://file.4pm.ie/854/1f2f25e9.jpg', 'https://file.4pm.ie/854/69295d32.jpg', 'https://file.4pm.ie/854/c73ce7d2.jpg', 'https://file.4pm.ie/854/e49795a0.jpg', 'https://file.4pm.ie/854/91806663.jpg', 'https://file.4pm.ie/854/ad409036.jpg', 'https://file.4pm.ie/854/dc8e294d.jpg']","Height: 17 (43cm); Materials: Bronze, Walnut; Features: Rare piece"
889,889 Sold Superb Pair of Italian Mahogany Bedside Cabinets - Circa 1950 - Gio Ponti,Recently Sold,6 x,"€1,000.00",No,2,04/12/2021,"['https://file.4pm.ie/915/ddf7e7d4.jpg', 'https://file.4pm.ie/915/68d4933a.jpg', 'https://file.4pm.ie/915/7c8550b.jpg', 'https://file.4pm.ie/915/f6f8bd80.jpg', 'https://file.4pm.ie/915/84ce48b1.jpg', 'https://file.4pm.ie/915/117a3e37.jpg']","Height: 23 (58.5cm), Width: 25 (63cm), Depth: 14 (36cm); Materials: Mahogany; Provenance: located in Italy on a recent visit. Gio Ponti Martin Fennelly Antiques - The home of Mid Century in Dublin Height ; Features: Rare piece"
890,890 Antique Set Four French Doré Bronze Neoclassical Ormolu Candlesticks Lamps 19Ct,Luxury Table Lamps and Lighting - Antique Lamps,7 x,"€1,975.00",No,1,29/10/2023,"['https://file.4pm.ie/935/75537f29.jpg', 'https://file.4pm.ie/935/5a320f15.jpg', 'https://file.4pm.ie/935/9540e58f.jpg', 'https://file.4pm.ie/935/7dc1dc9a.jpg', 'https://file.4pm.ie/935/44fc4392.jpg', 'https://file.4pm.ie/935/f08f6153.jpg', 'https://file.4pm.ie/935/26d1189.jpg']","Height: 15.5 (39.25cm), Width: 4.5 (11.5cm), Depth: 3.75 (9.5cm); Materials: Bronze, Gold; Features: Rare piece"
891,891 Sold Chandelier - Venini - Italy - Superb Mid Century Dynamic Design Circa 1960,Recently Sold,4 x,€950.00,No,2,23/12/2020,"['https://file.4pm.ie/904/6439a443.jpg', 'https://file.4pm.ie/904/9b3af38b.jpg', 'https://file.4pm.ie/904/a78bc516.jpg', 'https://file.4pm.ie/904/23155a0a.jpg']",This is a Vintage Venini Chandelier. It is Italian and dates to Circa 1960. This Murano Crystal with a swirl design makes for a dynamic view no matter what angle one views it from. The visual effect g
892,892 Sold Pair of French Ornate Brass Plant Stands Art Nouveau Circa 1895,Recently Sold,6 x,"€2,550.00",No,2,13/11/2021,"['https://file.4pm.ie/904/40f350da.jpg', 'https://file.4pm.ie/904/a546423c.jpg', 'https://file.4pm.ie/904/16a348e0.jpg', 'https://file.4pm.ie/904/f5413a60.jpg', 'https://file.4pm.ie/904/ae0e808f.jpg', 'https://file.4pm.ie/904/acad8256.jpg']",Height: 49.5 (126cm)
893,893 Sold Superb Bog Oak Bracelet - Rare - Circa 1880 - Magnificent Museum Piece,Memorable Irish Antiques,6 x,"€4,000.00",No,2,20/12/2013,"['https://file.4pm.ie/148/6663a770.jpg', 'https://file.4pm.ie/148/bab2558e.jpg', 'https://file.4pm.ie/148/3c9fd8bc.jpg', 'https://file.4pm.ie/148/1a1456ab.jpg', 'https://file.4pm.ie/148/1b6e9bd8.jpg', 'https://file.4pm.ie/148/816ed6e7.jpg']","Height: 3.25 (8.5cm); Materials: Gold, Oak; Provenance: Ireland; Features: Rare piece"
894,894 Sold Antique Pair French Baccarat France Full Lead Crystal Candlesticks Candelabra,Recently Sold,6 x,"€1,275.00",No,2,19/03/2024,"['https://file.4pm.ie/932/7e733187.jpg', 'https://file.4pm.ie/932/a4786d8.jpg', 'https://file.4pm.ie/932/bd51c2eb.jpg', 'https://file.4pm.ie/932/8f2401c7.jpg', 'https://file.4pm.ie/932/376bbe26.jpg', 'https://file.4pm.ie/932/71a3b2b2.jpg']",Height: 12 (30.5cm)
895,895 Sold Edwardian Table Lectern Circa 1900 Oak and Brass,Recently Sold,6 x,€425.00,No,2,20/09/2019,"['https://file.4pm.ie/890/cb51d6e.jpg', 'https://file.4pm.ie/890/ea275c5.jpg', 'https://file.4pm.ie/890/2417c6b2.jpg', 'https://file.4pm.ie/890/1a19fc5c.jpg', 'https://file.4pm.ie/890/c8967668.jpg', 'https://file.4pm.ie/890/4247052f.jpg']","Height: 9 (23cm), Depth: 9 (23cm), Width: 10 (26cm); Materials: Oak"
896,"896 Sold WMF Art Nouveau Mirror, Germany Circa 1905",Recently Sold,4 x,€995.00,No,2,10/02/2019,"['https://file.4pm.ie/853/a21888a1.jpg', 'https://file.4pm.ie/853/ed4d1262.jpg', 'https://file.4pm.ie/853/1213744d.jpg', 'https://file.4pm.ie/853/a19fca10.jpg']","Height: 18 (46cm), Width: 12 (30.5cm); Materials: Silver; Features: Rare piece"
897,897 Sold Rosewood - Manning of Ireland - Jewellery Casket,Recently Sold,4 x,€750.00,No,2,11/04/2025,"['https://file.4pm.ie/940/3f931269.jpg', 'https://file.4pm.ie/940/ce891368.jpg', 'https://file.4pm.ie/940/6095b67b.jpg', 'https://file.4pm.ie/940/149967aa.jpeg']","Materials: Mahogany; Provenance: made in Mahogany, Veneered in Rosewood and lined with Spanish Cedar. The Hand Polished Velvet finish and interior gives a richness that has earned the Manning Company a well deserved place at the Pinnacle of the Master Cabinet Maker. Width "
898,"898 Daniel Van der Putten - Winter at Carriganass, Cork - Oil Painting on Panel",Paintings of Ireland,1 x,"€5,950.00",No,1,18/01/2018,['https://file.4pm.ie/824/294b73eb.png'],"Height: 13 (33cm), Width: 18 (46cm); Provenance: Ireland; Features: Rare piece"
898,"898 Daniel Van der Putten - Winter at Carriganass, Cork - Oil Painting on Panel",Paintings and Engravings - Antique Shop Ireland,1 x,"€5,950.00",No,1,21/07/2017,['https://file.4pm.ie/792/1de45b40.jpg'],"Height: 13 (33cm), Width: 18 (46cm); Provenance: Ireland; Features: Rare piece"
899,899 Sold Italian Chess Board and Hand Made Pieces - Excellent Quality,Recently Sold,3 x,€795.00,No,2,03/02/2025,"['https://file.4pm.ie/946/2f3c7de4.jpg', 'https://file.4pm.ie/946/de553543.jpg', 'https://file.4pm.ie/946/f6b4dd6e.jpg']","Depth: 20.75 (53cm), Height: 4 (10cm); Materials: Gold, Marble, Silver"
900,900 London Silver 1903 - Hand Cut Crystal - Scent Bottle,Crystal and Glass - Antique Gifts,3 x,€585.00,No,1,21/11/2013,"['https://file.4pm.ie/149/e9efd5f.jpg', 'https://file.4pm.ie/149/739406f3.jpg', 'https://file.4pm.ie/149/174b791f.jpg']",Materials: Silver
901,901 Sold Pair of Large Hall Lanterns - Antique Brass - Glass - Superb,Recently Sold,2 x,"€3,950.00",No,2,17/09/2016,"['https://file.4pm.ie/716/fb1bee72.jpg', 'https://file.4pm.ie/716/e58474d7.jpg']",Height: 28.5 (73cm); Provenance: Ireland
902,902 English Regency Chest of Drawers - Mahogany - English,Fine Furniture - Antiques from Dublin Ireland,4 x,"€1,875.00",No,1,18/04/2023,"['https://file.4pm.ie/929/fe150ac5.jpg', 'https://file.4pm.ie/929/9d3a5e19.jpg', 'https://file.4pm.ie/929/a056efbb.jpg', 'https://file.4pm.ie/929/d1a045d9.jpg']","Depth: 14.75 (37cm); Materials: Mahogany, Oak"
903,903 Very Rare - Irish Credenza - Killarneyware - Circa 1870 - Signed,Memorable Irish Antiques,6 x,"€40,000.00",No,2,15/02/2015,"['https://file.4pm.ie/180/68b9dee2.jpg', 'https://file.4pm.ie/180/45c42fcd.jpg', 'https://file.4pm.ie/180/7e6a48a0.jpg', 'https://file.4pm.ie/180/c6a54ca7.jpg', 'https://file.4pm.ie/180/b5a05c0c.jpg', 'https://file.4pm.ie/180/7d7e547b.jpg']","Height: 39.5 (100cm), Depth: 20 (51cm); Materials: Arbutus, Yew wood; Provenance: Ireland; Features: Original condition, Rare piece; State: Restored/Cleaned"
904,904 Sold Superb Set of 6 - Big Cat Engravings - Framed,Recently Sold,8 x,"€1,650.00",No,2,04/11/2024,"['https://file.4pm.ie/941/bf0b4d20.jpg', 'https://file.4pm.ie/941/6b592968.jpg', 'https://file.4pm.ie/941/84278cc3.jpg', 'https://file.4pm.ie/941/f27430f1.jpg', 'https://file.4pm.ie/941/e0402a34.jpg', 'https://file.4pm.ie/941/3e2dfb77.jpg', 'https://file.4pm.ie/941/ac9c5b19.jpg', 'https://file.4pm.ie/941/d73817f1.jpg']","Width: 21.26 (54cm), Height: 17.32 (44cm); Materials: Gold"
905,905 Sold Antique Gilt Framed Pietra Dura Italian Photo Picture Frame Still Life Flowers,Recently Sold,5 x,€575.00,No,2,25/02/2024,"['https://file.4pm.ie/940/ed938804.jpg', 'https://file.4pm.ie/940/6a7cef5d.jpg', 'https://file.4pm.ie/940/38d4428f.jpg', 'https://file.4pm.ie/940/8dad87e1.jpg', 'https://file.4pm.ie/940/6438980e.jpg']",Height: 10.75 (27.25cm); Materials: Marble; Features: Inlaid decoration
906,906 Very Rare Pair Mahogany American Novelty Library Boxes,"Jewellery Caskets, Writing Slopes and Tea Caddies",8 x,"€3,950.00",No,1,21/06/2024,"['https://file.4pm.ie/942/1f02a773.jpg', 'https://file.4pm.ie/942/a5cfab54.jpg', 'https://file.4pm.ie/942/bff9f410.jpg', 'https://file.4pm.ie/942/4aa2762a.jpg', 'https://file.4pm.ie/942/c6982df5.jpg', 'https://file.4pm.ie/942/7ad2a7f9.jpg', 'https://file.4pm.ie/942/6c90dded.jpg', 'https://file.4pm.ie/942/c843e2e0.jpg']","Width: 15.75 (40cm), Depth: 9 (23cm), Height: 9.5 (24cm); Materials: Mahogany"
907,907 Sold Pair Pâte-sur-Pâte Lidded French Urns,Recently Sold,6 x,€495.00,No,2,22/02/2020,"['https://file.4pm.ie/896/81f4ecec.jpg', 'https://file.4pm.ie/896/2073383d.jpg', 'https://file.4pm.ie/896/b0c83571.jpg', 'https://file.4pm.ie/896/750a6c31.jpg', 'https://file.4pm.ie/896/633b7d94.jpg', 'https://file.4pm.ie/896/ecad975e.jpg']",Height: 15 (38cm)
908,908 Antique Gentlemans Satinwood Rosewood Crossbanded Speciman Cabinet early 19thCt,Fine Furniture - Antiques from Dublin Ireland,8 x,"€2,350.00",No,1,06/04/2022,"['https://file.4pm.ie/918/854313d1.jpg', 'https://file.4pm.ie/918/cfa2d19e.jpg', 'https://file.4pm.ie/918/6c77528a.jpg', 'https://file.4pm.ie/918/fa5df34e.jpg', 'https://file.4pm.ie/918/b317e222.jpg', 'https://file.4pm.ie/918/eedd170f.jpg', 'https://file.4pm.ie/918/970f6922.jpg', 'https://file.4pm.ie/918/7aa4cb86.jpg']",Features: Rare piece
909,909 Antique Victorian Brass Burl Walnut Traveling Desk Wooden Writing Slope Box 19Ct,Recently Sold,8 x,€485.00,No,2,04/12/2022,"['https://file.4pm.ie/919/706ecc56.jpg', 'https://file.4pm.ie/919/159f386f.jpg', 'https://file.4pm.ie/919/fc4e29cd.jpg', 'https://file.4pm.ie/919/7ac25867.jpg', 'https://file.4pm.ie/919/31413eda.jpg', 'https://file.4pm.ie/919/244d0b74.jpg', 'https://file.4pm.ie/919/6a21fbc9.jpg', 'https://file.4pm.ie/919/25ffc5f3.jpg']","Materials: Gold, Walnut; Features: Inlaid decoration; State: Restored/Cleaned"
910,910 Sold George III Serpentine Chest Drawers attributed to Gillows of Lancaster 18TH Century,Recently Sold,5 x,"€9,900.00",No,2,26/02/2020,"['https://file.4pm.ie/896/1659a7f5.jpg', 'https://file.4pm.ie/896/6ca1a242.jpg', 'https://file.4pm.ie/896/277cdf0b.jpg', 'https://file.4pm.ie/896/9e4c597f.jpg', 'https://file.4pm.ie/896/658be2fa.jpg']","Width: 39.5 (100.5cm); Materials: Glass, Mahogany, Silver; Provenance: Ireland"
911,"911 Daniel Van der Putten - Glenquin Castle, Limerick - Oil Painting on Panel",Paintings of Ireland,3 x,"€4,550.00",No,1,15/03/2023,"['https://file.4pm.ie/926/335abe4a.jpg', 'https://file.4pm.ie/928/ba8a89bf.jpg', 'https://file.4pm.ie/928/66a86ba4.jpg']","Height: 15.5 (39.4cm), Width: 13 (34.3cm); Provenance: Ireland; Features: Rare piece; State: Restored/Cleaned"
912,912 Sold Ornate Birds Eye Maple Casket - Circa 1900,Recently Sold,4 x,€425.00,No,2,22/03/2025,"['https://file.4pm.ie/150/b198a180.jpg', 'https://file.4pm.ie/150/efa038a0.jpg', 'https://file.4pm.ie/150/f52dd904.jpg', 'https://file.4pm.ie/150/97439bd0.jpg']","Height: 4 (10cm), Width: 12.5 (32cm), Depth: 12 (30cm)"
913,913 Sold Antique Sevres Porcelain King Francois I Riding Horseback Sculpture Centerpiece,Recently Sold,8 x,"€3,850.00",No,2,11/12/2024,"['https://file.4pm.ie/941/7c666aff.jpg', 'https://file.4pm.ie/941/dcbe60e.jpg', 'https://file.4pm.ie/941/7b0a9d07.jpg', 'https://file.4pm.ie/941/19db2d64.jpg', 'https://file.4pm.ie/941/c95118fc.jpg', 'https://file.4pm.ie/941/cc87d2d3.jpg', 'https://file.4pm.ie/941/33b49160.jpg', 'https://file.4pm.ie/941/393d8b34.jpg']",Width: 10.25 (26cm); Materials: Porcelain; Features: Rare piece
914,914 Inlaid Burl Amboyna Coromandel Desk Wooden Writing Slope Box 19Ct,"Jewellery Caskets, Writing Slopes and Tea Caddies",7 x,€875.00,No,1,17/05/2024,"['https://file.4pm.ie/941/58098759.jpg', 'https://file.4pm.ie/941/69368bb5.jpg', 'https://file.4pm.ie/941/622db591.jpg', 'https://file.4pm.ie/941/5336515d.jpg', 'https://file.4pm.ie/941/9a493517.jpg', 'https://file.4pm.ie/941/9ea32455.jpg', 'https://file.4pm.ie/941/541b1169.jpg']",Features: Inlaid decoration; State: Restored/Cleaned
915,915 Sold Rare Irish Mahogany Silver Table - Circa 1900 - Miller and Beatty Dublin,Recently Sold,4 x,"€3,950.00",No,2,28/04/2018,"['https://file.4pm.ie/826/fffdc896.jpg', 'https://file.4pm.ie/826/45b2712b.jpg', 'https://file.4pm.ie/826/f9385e3a.jpg', 'https://file.4pm.ie/826/1e590296.jpg']","Depth: 22 (56cm), Height: 36 (91.5cm); Materials: Silver; Features: Rare piece"
916,916 English Antique Royal Worcester Blanc de Chine Posie Holder,Porcelain - Antiques in Dublin Ireland,5 x,€385.00,No,1,12/07/2009,"['https://file.4pm.ie/14/14290-Ywr.jpg', 'https://file.4pm.ie/14/14291-QES.jpg', 'https://file.4pm.ie/14/14292-riB.jpg', 'https://file.4pm.ie/14/14293-GUI.jpg', 'https://file.4pm.ie/14/14294-juH.jpg']","Width: 10.5 (16.5cm), Height: 5.5 (14cm), Depth: 3.5 (9cm)"
917,917 Sold Rare Irish Killarneyware Jewellery Casket Mid 19th Century,Recently Sold,7 x,€585.00,No,2,23/11/2018,"['https://file.4pm.ie/849/1ce9371a.jpg', 'https://file.4pm.ie/849/1b000929.jpg', 'https://file.4pm.ie/849/fb2074f7.jpg', 'https://file.4pm.ie/849/79a02bec.jpg', 'https://file.4pm.ie/849/5f3a1292.jpg', 'https://file.4pm.ie/849/d9b2077b.jpg', 'https://file.4pm.ie/849/41d82f8b.jpg']","Width: 9.5 (23cm), Depth: 9.5 (23cm), Height: 3 (7.75cm); Materials: Arbutus; State: Restored/Cleaned"
918,918 Fine Regency Period Mahogany Four Decanter Tantalus Box Circa 1810,"Jewellery Caskets, Writing Slopes and Tea Caddies",7 x,€890.00,No,1,24/10/2019,"['https://file.4pm.ie/894/a8b7c977.jpg', 'https://file.4pm.ie/894/ef9d619a.jpg', 'https://file.4pm.ie/894/7c8ca80.jpg', 'https://file.4pm.ie/894/52822321.jpg', 'https://file.4pm.ie/894/d7d8b603.jpg', 'https://file.4pm.ie/894/afaa2c3c.jpg', 'https://file.4pm.ie/894/9a26c4a7.jpg']","Height: 9 (23cm), Depth: 7.5 (19cm), Width: 7.5 (19cm); Materials: Mahogany; Features: Rare piece"
919,919 Sold 'History of the American West' Complete Franklin Coin Set,Recently Sold,11 x,"€1,450.00",No,2,20/03/2024,"['https://file.4pm.ie/935/a2d7358e.jpg', 'https://file.4pm.ie/935/f7c26a43.jpg', 'https://file.4pm.ie/935/46bda95f.jpg', 'https://file.4pm.ie/935/e9121c12.jpg', 'https://file.4pm.ie/935/512cfea9.jpg', 'https://file.4pm.ie/935/2f728ae6.jpg', 'https://file.4pm.ie/935/ee0923ef.jpg', 'https://file.4pm.ie/935/e7d5dfdb.jpg', 'https://file.4pm.ie/935/a2b79d35.jpg', 'https://file.4pm.ie/935/1de2834e.jpg', 'https://file.4pm.ie/935/3a84f976.jpg']","Height: 9 (23cm), Width: 10 (26cm), Depth: 3 (7.5cm); Materials: Gold, Silver; Features: Rare piece"
920,920 Miniature Walnut and Kingwood Pier Cabinet Circa 1880,"Jewellery Caskets, Writing Slopes and Tea Caddies",3 x,"€1,495.00",No,1,23/02/2023,"['https://file.4pm.ie/927/97ddd58f.jpg', 'https://file.4pm.ie/927/6529140.jpg', 'https://file.4pm.ie/927/d024e9cb.jpg']","Height: 24.75 (63cm), Width: 19.25 (49cm), Depth: 9.75 (25cm); Materials: Walnut"
921,921 Pieter Cornelis Dommersen - Oil on Board - Utrecht Holland,Paintings and Engravings - Antique Shop Ireland,7 x,"€6,950.00",No,1,24/02/2024,"['https://file.4pm.ie/940/2f038237.jpg', 'https://file.4pm.ie/940/c5ea0d2c.jpg', 'https://file.4pm.ie/940/b6249f6.jpg', 'https://file.4pm.ie/940/b2d33f12.jpg', 'https://file.4pm.ie/940/4ef944a.jpg', 'https://file.4pm.ie/940/c184c3b2.jpg', 'https://file.4pm.ie/940/b65d4a7d.jpg']","Width: 23 (58.5cm), Height: 27.75 (70.5cm), Width: 15 (38cm), Height: 19 (50cm)"
922,922 Sold A.R. Telford Porcleain Plaque Still Life Fruits poss. Royal Worcester,Recently Sold,6 x,€360.00,No,2,23/11/2019,"['https://file.4pm.ie/887/94af82cf.jpg', 'https://file.4pm.ie/887/39c0b0d.jpg', 'https://file.4pm.ie/887/9ca578d3.jpg', 'https://file.4pm.ie/887/766a6b45.jpg', 'https://file.4pm.ie/887/e81a6622.jpg', 'https://file.4pm.ie/887/db8951b6.jpg']","Height: 14 (36cm), Width: 16 (41cm); Materials: Porcelain"
923,923 Pair of English Mahogany Torchères - Edwardian - Circa 1900,Newest Listings - Art and Antique Gallery Dublin,3 x,€995.00,No,1,16/12/2024,"['https://file.4pm.ie/946/fe769f9d.jpg', 'https://file.4pm.ie/946/ba6f3192.jpg', 'https://file.4pm.ie/946/63ffb416.jpg']",Height: 58.5 (149cm); Materials: Bronze
924,924 Sold Beautiful Antique French Mirror Circa 1880 - Large - Lovely Patina,Recently Sold,2 x,"€2,950.00",No,2,06/10/2018,"['https://file.4pm.ie/851/9edf6bcf.jpg', 'https://file.4pm.ie/851/bc402163.jpg']","Height: 70 (177.5cm), Width: 57.75 (146.5cm); Materials: Glass; Provenance: Ireland"
925,925 Sold Museum Quality Irish Killarney Antique Table Circa 1870,Recently Sold,9 x,"€10,000.00",No,2,26/11/2022,"['https://file.4pm.ie/910/8828609e.jpg', 'https://file.4pm.ie/910/872af339.jpg', 'https://file.4pm.ie/910/fab011a5.jpg', 'https://file.4pm.ie/910/63e1716e.jpg', 'https://file.4pm.ie/910/e138ae36.jpg', 'https://file.4pm.ie/910/bac3cc49.jpg', 'https://file.4pm.ie/910/8111f766.jpg', 'https://file.4pm.ie/910/e1986e5f.jpg', 'https://file.4pm.ie/910/49dbb0a3.jpg']","Height: 27.75 (70cm); Materials: Arbutus, Yew wood; Provenance: made in Co Kerry Ireland in the late ; Features: Original condition; State: Restored/Cleaned"
926,926 French Tantalus - Cave à Liqueur - Circa 1890,Crystal and Glass - Antique Gifts,6 x,"€2,900.00",No,1,17/08/2017,"['https://file.4pm.ie/796/3ce65dda.jpg', 'https://file.4pm.ie/796/b6c436ac.jpg', 'https://file.4pm.ie/796/ddfe68.jpg', 'https://file.4pm.ie/796/7b9ce5ec.jpg', 'https://file.4pm.ie/796/be4b8805.jpg', 'https://file.4pm.ie/796/66c3aa4c.jpg']","Height: 11.5 (29cm), Width: 14 (36cm), Depth: 11 (28cm); Materials: Glass; Provenance: Ireland"
927,927 Sold Superb Miniature Rosewood Boxwood Longcase Clock late 19thCt,Recently Sold,6 x,"€1,475.00",No,2,09/06/2023,"['https://file.4pm.ie/929/d712fe89.jpg', 'https://file.4pm.ie/929/10505c26.jpg', 'https://file.4pm.ie/929/fd4e7e30.jpg', 'https://file.4pm.ie/929/2e5c37fd.jpg', 'https://file.4pm.ie/929/37d85707.jpg', 'https://file.4pm.ie/929/77b5b545.jpg']","Width: 5.5 (14cm), Depth: 3.5 (9cm)"
928,928 Sold Mark Eldred - Oil on Board - Derrynane Gardens Co Kerry,Recently Sold,5 x,"€3,150.00",No,2,28/08/2024,"['https://file.4pm.ie/941/fb26d93f.jpeg', 'https://file.4pm.ie/941/465506ec.jpeg', 'https://file.4pm.ie/941/1a20d381.jpeg', 'https://file.4pm.ie/941/dfd3c3da.jpeg', 'https://file.4pm.ie/941/c9d1fd8.jpeg']","Depth: 34.5 (87.5cm), Height: 26 (66cm), Width: 24 (61cm), Height: 16 (41cm); Materials: Gold; Provenance: Ireland"
929,929 Sold French Carved Gilt Wood Marble Topped Console Table - Circa 1860,Recently Sold,4 x,"€4,250.00",No,2,08/06/2019,"['https://file.4pm.ie/678/cdf6755e.jpg', 'https://file.4pm.ie/678/8cc87088.jpg', 'https://file.4pm.ie/678/d25bb3d0.jpg', 'https://file.4pm.ie/678/75fb6cc3.jpg']",Materials: Marble
930,930 Sold French Casket - Circa 1890 - Paris - Stunning Museum Quality Piece - Tahan,Recently Sold,4 x,"€3,250.00",No,2,21/12/2016,"['https://file.4pm.ie/741/8f17dbf5.jpg', 'https://file.4pm.ie/741/295492c4.jpg', 'https://file.4pm.ie/741/f7f80d24.jpg', 'https://file.4pm.ie/741/cdffd2f0.jpg']","Height: 10.5 (27cm), Width: 26 (66cm), Depth: 17 (43cm); Materials: Ebony"
931,"931 Sold Snowball Fight, Bing and Grondahl overglaze figurine - Danish",Recently Sold,4 x,€425.00,No,2,30/11/2024,"['https://file.4pm.ie/946/d4d692a3.jpg', 'https://file.4pm.ie/946/b48ed765.jpg', 'https://file.4pm.ie/946/f002a333.jpg', 'https://file.4pm.ie/946/3cb96e80.jpg']",Height: 6 (15cm); Materials: Porcelain; Features: Rare piece
932,932 Sold Stunning Pair of Paola Buffa Night Stands - Circa 1945 - Italian,Recently Sold,8 x,"€3,750.00",No,2,09/12/2023,"['https://file.4pm.ie/934/b4ed4113.jpg', 'https://file.4pm.ie/934/a85754e3.jpg', 'https://file.4pm.ie/934/ed1b38d3.jpg', 'https://file.4pm.ie/934/beaea093.jpg', 'https://file.4pm.ie/934/7ad82a05.jpg', 'https://file.4pm.ie/934/b61a3067.jpg', 'https://file.4pm.ie/934/a3cf83ac.jpg', 'https://file.4pm.ie/934/256b85d5.jpg']","Height: 24.75 (63cm), Width: 31 (79cm), Depth: 12.75 (32.5cm); Materials: Glass; Features: Rare piece"
933,933 Sold 50 Silver Medals - John Pinches - Royal Air Force Museum - The History of Man in Flight,Recently Sold,13 x,"€2,450.00",No,2,28/08/2023,"['https://file.4pm.ie/925/2a02bda8.jpg', 'https://file.4pm.ie/925/c0073a17.jpg', 'https://file.4pm.ie/925/5ecc9b4.jpg', 'https://file.4pm.ie/925/34c08d28.jpg', 'https://file.4pm.ie/925/6d0f5b2e.jpg', 'https://file.4pm.ie/925/4e6fb638.jpg', 'https://file.4pm.ie/925/e6cce6ee.jpg', 'https://file.4pm.ie/925/ce3caebd.jpg', 'https://file.4pm.ie/925/8268aa89.jpg', 'https://file.4pm.ie/925/5304619b.jpg', 'https://file.4pm.ie/925/93b9790e.jpg', 'https://file.4pm.ie/925/e3239b9a.jpg', 'https://file.4pm.ie/925/c6798905.jpg']","Height: 14.5 (37cm), Depth: 10.25 (26cm), Width: 5.5 (13.5cm); Materials: Silver"
934,934 Pair Regency Pedestal Mahogany Stands - Classical Columns,Fine Furniture - Antiques from Dublin Ireland,8 x,"€3,450.00",No,1,27/10/2020,"['https://file.4pm.ie/906/fba21224.jpg', 'https://file.4pm.ie/906/63e1e0ea.jpg', 'https://file.4pm.ie/906/63f51391.jpg', 'https://file.4pm.ie/906/a6993cb1.jpg', 'https://file.4pm.ie/906/12017e80.jpg', 'https://file.4pm.ie/906/1db8fd28.jpg', 'https://file.4pm.ie/906/5082f913.jpg', 'https://file.4pm.ie/906/d649a656.jpg']","Height: 30 (75cm), Depth: 24 (61cm); Materials: Mahogany, Marble"
