ID,Name,Category,Quantity,Price,Featured,Store,Date,Images,Description
1099,eee Sold Daniel Van der Putten - Straw Bales near Rathdowney - Co. Laois - Oil Painting on Panel,Recently Sold,1 x,"€5,450.00",No,2,25/07/2020,[https://file.4pm.ie/863/47a5b7a8.jpg],"Width: 18 (46cm), Height: 13 (26cm); Provenance: Ireland; Features: Rare piece"
1099,"f Sold Daniel Van der Putten - Rathaldron, Co. Meath - Oil Painting on Panel",Recently Sold,1 x,"€4,950.00",No,2,14/10/2017,[https://file.4pm.ie/769/1ae240fd.jpg],Width: 18 (46cm); Provenance: Ireland; Features: Rare piece
1099,"ff Sold Daniel Van der Putten - Autumn at Desomd Castle Adare, Limerick - Oil Painting on Panel",Recently Sold,1 x,"€5,250.00",No,2,15/05/2018,[https://file.4pm.ie/824/c3dccb7d.jpg],"Height: 13 (33cm), Width: 18 (46cm); Provenance: Ireland"
1099,fff Sold Daniel Van der Putten - Windmill Garristown Co. Dublin - Oil Painting on Panel,Recently Sold,1 x,"€4,450.00",No,2,30/04/2022,[https://file.4pm.ie/904/ad5e5115.jpg],"Width: 14 (36cm), Height: 11 (28cm); Provenance: Ireland; Features: Rare piece"
1099,g Sold Kilcooley Estate Abbey - Chopping Wood - Daniel Van der Putten - Oil Painting on Panel,Recently Sold,1 x,"€4,200.00",No,2,30/09/2017,[https://file.4pm.ie/765/6ac15e4b.jpg],"Width: 12 (30.5cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,"gg Sold The Lost Balloon, Fair Head - Daniel Van der Putten - Oil on Board",Recently Sold,5 x,"€3,950.00",No,2,29/09/2018,"[https://file.4pm.ie/676/4834a5f0.jpg, https://file.4pm.ie/676/48966765.jpg, https://file.4pm.ie/676/64efca89.jpg, https://file.4pm.ie/676/e37dc3a8.jpg, https://file.4pm.ie/676/545e8b47.jpg]","Width: 12 (30.5cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,ggg Sold Daniel Van der Putten - Country Road to Byfield - Oil Painting on Panel,Recently Sold,1 x,"€3,150.00",No,2,22/03/2023,[https://file.4pm.ie/171/d07a6040.jpg],"Height: 10 (25.5cm), Width: 14 (36cm)"
1099,"h Sold Daniel Van der Putten - Autumn Sunset, Fawsley - Oil Painting on Panel",Recently Sold,1 x,"€2,950.00",No,2,25/09/2017,[https://file.4pm.ie/174/6137d0d7.jpg],"Height: 10 (25.5cm), Width: 12 (31cm)"
1099,hh Sold An Irish Winter near Dromoland Castle - Daniel Van der Putten - Oil Painting on Panel,Recently Sold,1 x,"€3,450.00",No,2,15/07/2016,[https://file.4pm.ie/682/8a972725.jpg],"Width: 14 (36cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,"hhh Sold Daniel Van der Putten - Cottage at Adare, Limerick - Oil Painting on Panel",Recently Sold,1 x,"€2,450.00",No,2,10/08/2019,[https://file.4pm.ie/791/7cade50f.jpg],"Height: 7 (18cm), Width: 10 (25.5cm); Provenance: Ireland"
1099,"i Sold Daniel Van der Putten - Lough Inchiquin, Co Kerry - Oil Painting on Panel",Recently Sold,1 x,"€3,400.00",No,2,03/09/2015,[https://file.4pm.ie/188/8c0f0496.jpg],"Height: 10 (25.5cm), Width: 12 (30.5cm); Provenance: Ireland; Features: Rare piece"
1099,"ii Sold Daniel Van der Putten - St. Stephens Green, Dublin - Oil Painting on Panel",Recently Sold,4 x,"€4,950.00",No,2,25/11/2020,"[https://file.4pm.ie/893/a541cb91.jpg, https://file.4pm.ie/893/dcf575d2.jpg, https://file.4pm.ie/893/17e2d64a.jpg, https://file.4pm.ie/893/48d9f4e.jpg]","Height: 11 (28cm), Width: 14 (36cm); Features: Rare piece"
1099,"iii Sold Daniel Van der Putten - Spring Wedding, Syddan Church, Meath - Oil Painting on Panel",Recently Sold,3 x,"€5,900.00",No,2,27/07/2023,"[https://file.4pm.ie/928/ca168cee.jpg, https://file.4pm.ie/928/627de29.jpg, https://file.4pm.ie/928/8249a96c.jpg]","Height: 14 (36cm), Width: 18 (46cm); Provenance: Ireland"
1099,"j Sold Minard Castle, Dingle, Co. Kerry - Daniel Van der Putten - Oil Painting on Panel",Recently Sold,4 x,"€3,450.00",No,2,20/10/2016,"[https://file.4pm.ie/642/b1b6472b.jpg, https://file.4pm.ie/642/e751cdee.jpg, https://file.4pm.ie/642/779e7397.jpg, https://file.4pm.ie/642/ab7b085d.jpg]","Width: 14 (36cm), Height: 10 (26cm); Provenance: Ireland"
1099,"jj Sold Daniel Van der Putten - Tullyleague, Co. Roscommon - Oil Painting on Panel",Recently Sold,1 x,"€4,850.00",No,2,28/04/2018,[https://file.4pm.ie/830/9c12c4fd.jpg],"Height: 11 (28cm), Width: 14 (35.5cm); Provenance: Ireland"
1099,jjj Sold Daniel Van der Putten - Kilderry Co. Kerry - Oil Painting on Panel,Recently Sold,1 x,"€1,950.00",No,2,11/03/2023,[https://file.4pm.ie/927/f7b17025.jpg],"Width: 10 (25.5cm), Height: 7 (17.75cm); Provenance: Ireland; Features: Rare piece"
1099,k Sold Daniel Van der Putten - Light through the Trees - Co Kerry - Oil Painting on Panel,Recently Sold,1 x,"€2,900.00",No,2,29/08/2015,[https://file.4pm.ie/190/79439f5f.jpg],"Height: 8 (20cm), Width: 10 (25.5cm); Provenance: Ireland"
1099,kk Sold Daniel Van der Putten - The Lost Sheep - Wicklow - Oil Painting on Panel,Recently Sold,1 x,"€3,450.00",No,2,12/01/2019,[https://file.4pm.ie/863/56d394a4.jpg],"Width: 14 (36cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,kkk Sold Daniel Van der Putten - Lantern Lodge Adare - Oil Painting on Panel,Recently Sold,1 x,"€4,350.00",No,2,15/09/2021,[https://file.4pm.ie/909/b042cad1.jpg],"Width: 15 (38cm), Height: 13.5 (34cm); Provenance: Ireland; Features: Rare piece"
1099,l Sold Daniel Van der Putten - Winter at Bugbrooke - Oil Painting on Panel,Recently Sold,1 x,"€2,490.00",No,2,24/08/2015,[https://file.4pm.ie/171/bf578be2.jpg],"Height: 7 (17.5cm), Width: 10 (25.5cm)"
1099,ll Sold Martello Tower Seapoint Dublin - Daniel Van der Putten - Oil on Board,Recently Sold,1 x,"€3,950.00",No,2,28/07/2018,[https://file.4pm.ie/675/6074768a.jpg],"Width: 14 (36cm), Height: 10 (25.5cm); Features: Rare piece"
1099,"lll Sold Autumn, Glenachaquin Park - Daniel Van Der Putten - Oil on Board",Recently Sold,1 x,"€4,700.00",No,2,22/07/2017,[https://file.4pm.ie/191/d32fe5ed.jpg],"Height: 14 (36cm), Width: 18 (46cm); Provenance: Ireland; Features: Rare piece"
1099,"m Sold Daniel Van der Putten - Rathaldron, Co. Meath - Oil Painting on Panel",Recently Sold,1 x,"€1,990.00",No,2,10/12/2016,[https://file.4pm.ie/682/47d3b8fa.jpg],"Width: 10 (36cm), Height: 7 (28cm); Provenance: Ireland; Features: Rare piece"
1099,"mm Sold Ballycastle, Northern Ireland - Daniel Van der Putten - Oil on Board",Recently Sold,3 x,"€1,450.00",No,2,29/09/2018,"[https://file.4pm.ie/675/969f8a96.jpg, https://file.4pm.ie/675/140db2a0.jpg, https://file.4pm.ie/675/760ae3d9.jpg]","Width: 7 (17.5cm), Height: 5 (12.5cm); Provenance: Ireland; Features: Rare piece"
1099,mmm Sold Daniel Van der Putten - Vartry Co. Wicklow - Oil Painting on Panel,Recently Sold,3 x,"€3,950.00",No,2,20/04/2024,"[https://file.4pm.ie/928/d87ca93d.jpg, https://file.4pm.ie/928/3a24ff0c.jpg, https://file.4pm.ie/928/42f432d6.jpg]","Width: 14 (36cm), Height: 11 (28cm); Provenance: Ireland; Features: Rare piece"
1099,n Sold Bohernabreena Church Dublin - Daniel Van Der Putten - Oil on Board,Recently Sold,3 x,"€3,450.00",No,2,01/04/2017,"[https://file.4pm.ie/725/84405d8f.jpg, https://file.4pm.ie/725/c7b8d5c9.jpg, https://file.4pm.ie/725/7f72f48e.jpg]","Width: 14 (36cm), Height: 10 (26cm); Features: Rare piece"
1099,nn Sold Daniel Van der Putten - Christmas Day in the Cottage Adare - Oil Painting on Panel,Recently Sold,3 x,"€2,150.00",No,2,13/04/2019,"[https://file.4pm.ie/844/a29a0d2d.jpg, https://file.4pm.ie/844/98b233c7.jpg, https://file.4pm.ie/844/7f8f4470.jpg]","Height: 6.75 (17cm), Width: 8 (20cm); Provenance: Ireland"
1099,"nnn Sold Daniel Van der Putten - Ballycowan Castle, Offaly - Oil Painting on Panel",Recently Sold,3 x,"€3,950.00",No,2,18/04/2024,"[https://file.4pm.ie/928/46e3e9f0.jpeg, https://file.4pm.ie/928/7fd552e1.jpeg, https://file.4pm.ie/928/9e040b84.jpeg]","Width: 14 (36cm), Height: 11 (28cm); Provenance: Ireland; Features: Rare piece"
1099,o Sold Daniel Van der Putten - December Morning Malahide Demesne 2010 - Oil Painting on Panel,Recently Sold,1 x,"€3,850.00",No,2,02/04/2016,[https://file.4pm.ie/674/a3bf0c29.jpg],"Width: 14 (36cm), Height: 11 (28cm); Features: Rare piece"
1099,oo Sold Sunset Martello Tower Sutton Dublin - Daniel Van der Putten - Oil on Board,Recently Sold,4 x,"€2,450.00",No,2,28/09/2019,"[https://file.4pm.ie/676/43fcc38a.jpg, https://file.4pm.ie/676/f3bceaf9.jpg, https://file.4pm.ie/676/1f17fd0d.jpg, https://file.4pm.ie/676/cb78a2ea.jpg]","Width: 10 (26cm), Height: 7 (18cm); Features: Rare piece"
1099,ooo Sold Daniel Van der Putten - Resting by the Roadside - Ireland - Oil Painting on Panel,Recently Sold,3 x,"€3,400.00",No,2,22/03/2023,"[https://file.4pm.ie/864/390beae.jpg, https://file.4pm.ie/864/d70d329a.jpg, https://file.4pm.ie/864/d94670e5.jpg]","Width: 14 (36cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,p Daniel Van der Putten - Morning Snow - Oil Painting on Panel,Recently Sold,1 x,"€3,100.00",No,2,31/10/2015,[https://file.4pm.ie/641/2ddb72f1.jpg],"Height: 10 (25.5cm), Width: 12 (31cm)"
1099,pp Sold Daniel Van der Putten - Gardens at Malahide Castle - Oil Painting on Panel,Recently Sold,1 x,"€1,850.00",No,2,30/10/2021,[https://file.4pm.ie/908/bf19b3b9.jpg],"Height: 8 (20cm), Width: 10 (25.5cm)"
1099,q Sold Daniel Van der Putten - Sunsetting on Sulgrave - Oil Painting on Panel,Recently Sold,1 x,"€2,900.00",No,2,24/08/2015,[https://file.4pm.ie/174/cda28f1e.jpg],Width: 11 (28cm)
1099,"qq Sold Daniel Van der Putten - Summer at Desomd Castle Adare, Limerick - Oil Painting on Panel",Recently Sold,1 x,"€5,950.00",No,2,15/04/2019,[https://file.4pm.ie/853/273d22bf.jpg],"Height: 16 (40cm), Width: 20 (50.5cm); Provenance: Ireland"
1099,r Sold Looking for the lost Goats - Tipperary - Daniel Van der Putten - Oil on Board,Recently Sold,3 x,"€3,950.00",No,2,29/09/2018,"[https://file.4pm.ie/676/53b6610e.jpg, https://file.4pm.ie/676/c920577b.jpg, https://file.4pm.ie/676/23bc104c.jpg]","Width: 12 (30.5cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,rr Sold Daniel Van der Putten - Passing Clouds over Fields - Oil Painting on Panel,Recently Sold,1 x,"€2,990.00",No,2,26/11/2021,[https://file.4pm.ie/174/e1029e95.jpg],Height: 10 (26cm)
1099,"s Sold Light through the Trees - Adare Manor, Limerck - Daniel Van der Putten - Oil on Panel",Recently Sold,1 x,"€2,000.00",No,2,05/08/2017,[https://file.4pm.ie/765/3e4f0ac5.jpg],"Width: 10 (25.5cm), Height: 8 (20cm); Provenance: Ireland; Features: Rare piece"
1099,"ss Sold The Road to Lissenhall - Co Laois, Ireland - Daniel Van der Putten - Oil on Board",Recently Sold,1 x,"€4,250.00",No,2,11/01/2022,[https://file.4pm.ie/825/93cce08e.jpg],"Width: 13 (30.5cm), Height: 15.5 (26cm); Provenance: Ireland; Features: Rare piece"
1099,t Sold Daniel Van der Putten - Winter Sunrise near Ballyfin - Oil Painting on Panel,Recently Sold,1 x,"€3,850.00",No,2,02/04/2016,[https://file.4pm.ie/674/fb3cd9d4.jpg],"Width: 14 (36cm), Height: 11 (28cm); Provenance: Ireland; Features: Rare piece"
1099,"tt Sold Daniel Van der Putten - Snowman in the Woods - Kilcooley, Tipperary - Oil on Panel",Recently Sold,1 x,"€3,500.00",No,2,01/12/2018,[https://file.4pm.ie/827/c6065544.jpg],"Width: 14 (36cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,"u Sold Daniel Van der Putten - Doonmacreena, Co. Mayo - Oil Painting on Panel",Recently Sold,1 x,"€3,100.00",No,2,08/09/2015,[https://file.4pm.ie/179/64c98502.jpg],"Height: 10 (25.5cm), Width: 14 (36cm); Provenance: Ireland; Features: Rare piece"
1099,uu Sold Near Ashford Castle Winter Snow - Daniel Van der Putten - Oil Painting on Panel,Recently Sold,1 x,"€4,350.00",No,2,13/05/2022,[https://file.4pm.ie/824/fd367694.png],"Width: 14 (36cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,"v Sold Dunguaire Castle, Galway - Daniel Van der Putten - Oil Painting on Panel",Recently Sold,3 x,"€4,750.00",No,2,25/03/2017,"[https://file.4pm.ie/725/e305d15b.jpg, https://file.4pm.ie/725/2d60167a.jpg, https://file.4pm.ie/725/862bec16.jpg]","Width: 15.5 (39.5cm), Height: 13 (33cm); Provenance: Ireland; Features: Rare piece"
1099,"vv Sold Daniel Van der Putten - Winter at Ballycowan, Offaly - Oil on Panel",Recently Sold,1 x,"€5,200.00",No,2,17/10/2020,[https://file.4pm.ie/904/1ef274ad.jpg],"Width: 18 (46cm), Height: 13 (33cm); Provenance: Ireland; Features: Rare piece"
1099,"w Sold Daniel Van der Putten - View from Railway Station, Adare, Limerick - Painting on Panel",Recently Sold,1 x,"€3,850.00",No,2,06/10/2017,[https://file.4pm.ie/793/2c8dae0c.jpg],"Height: 11 (28cm), Width: 14 (36cm); Provenance: Ireland"
1099,ww Sold Daniel Van der Putten - Kingfisher at Carrigadrohid - Co. Cork - Oil on Panel,Recently Sold,3 x,"€3,450.00",No,2,23/12/2018,"[https://file.4pm.ie/864/edfc9fd7.jpg, https://file.4pm.ie/864/d1b25c9c.jpg, https://file.4pm.ie/864/31879032.jpg]","Width: 12 (30.5cm), Height: 10 (26cm); Provenance: Ireland; Features: Rare piece"
1099,x Sold Daniel Van der Putten - Looking for Food - Oil Painting on Panel,Recently Sold,1 x,"€2,490.00",No,2,27/09/2014,[https://file.4pm.ie/171/e3e82cbe.jpg],"Height: 7 (17.5cm), Width: 10 (25.5cm)"
1099,xx Sold Daniel Van der Putten - Winter Slieve Bloom Co. Laois - Oil on Panel,Recently Sold,1 x,"€3,350.00",No,2,26/11/2021,[https://file.4pm.ie/908/af179b6c.jpg],"Width: 14 (36cm), Height: 11 (28cm); Provenance: Ireland; Features: Rare piece"
1099,"y Sold Daniel Van der Putten - Rock of Cashel, Tipperary - Oil Painting on Panel",Recently Sold,3 x,"€4,900.00",No,2,25/03/2017,"[https://file.4pm.ie/641/1456fbc5.jpg, https://file.4pm.ie/641/a17b000.jpg, https://file.4pm.ie/641/c3fed090.jpg]","Height: 13 (33cm), Width: 18 (46cm); Provenance: Ireland; Features: Rare piece"
1099,"yy Sold Waiting for Hay, Galway - Daniel Van der Putten - Oil on Board",Recently Sold,1 x,"€2,250.00",No,2,21/09/2019,[https://file.4pm.ie/824/bc5f6453.jpg],"Width: 10 (26cm), Height: 7 (18cm); Provenance: Ireland; Features: Rare piece"
111,Sold Rare Pair Sporting Engravings Boxers Harry Harmer Ned Turner early 19thCt,Recently Sold,8 x,€475.00,No,2,20/04/2018,"[https://file.4pm.ie/825/a5efbb1b.jpg, https://file.4pm.ie/825/e19961f.jpg, https://file.4pm.ie/825/66cd1f01.jpg, https://file.4pm.ie/825/b1690a5d.jpg, https://file.4pm.ie/825/e15d77f3.jpg, https://file.4pm.ie/825/6b79a8b5.jpg, https://file.4pm.ie/825/a5c886a9.jpg, https://file.4pm.ie/825/28d7e803.jpg]","Width: 6.25 (16cm), Height: 8.75 (22.25cm), Depth: 2.75 (7cm)"
112,Pair Antonine Vases Inspired by The Artistry of Ancient Rome,Decorative,4 x,"€3,600.00",No,1,04/02/2024,"[https://file.4pm.ie/939/d33a26c3.jpg, https://file.4pm.ie/939/b02577e5.jpg, https://file.4pm.ie/939/a0a18e6.jpg, https://file.4pm.ie/939/18b04d07.jpg]","Width: 23 (58cm), Height: 19 (48cm), Depth: 19.25 (49cm); Materials: Marble"
113,Set of 4 Royal Worcester Cabinet Plates - Circa 1920 - Hand Painted - Signed,Porcelain - Antiques in Dublin Ireland,7 x,€895.00,No,1,17/09/2022,"[https://file.4pm.ie/924/d4103a78.jpg, https://file.4pm.ie/924/4e018b66.jpg, https://file.4pm.ie/924/4fe99f0c.jpg, https://file.4pm.ie/924/a7cfaff6.jpg, https://file.4pm.ie/924/bebaadf3.jpg, https://file.4pm.ie/924/9c10d7e8.jpg, https://file.4pm.ie/924/532fa268.jpg]",Materials: Gold
114,Sold Cloud Illusions I Recall 2013 Irish Museum of Modern Art - Peter Doig,Recently Sold,5 x,"€1,650.00",No,2,19/02/2025,"[https://file.4pm.ie/932/9246be5.jpg, https://file.4pm.ie/932/78456517.jpg, https://file.4pm.ie/932/96fd108d.jpg, https://file.4pm.ie/932/56ac1175.jpg, https://file.4pm.ie/932/90174f58.jpg]",Width: 23.23 (59.5cm)
115,Manning of Ireland – Irish - Rosewood - Jewellery Casket,"Jewellery Caskets, Writing Slopes and Tea Caddies",5 x,€990.00,No,1,21/12/2024,"[https://file.4pm.ie/946/846a2c26.jpeg, https://file.4pm.ie/946/8a4ac474.jpeg, https://file.4pm.ie/946/4f376dfc.jpeg, https://file.4pm.ie/946/f154766f.jpeg, https://file.4pm.ie/946/9a08f781.jpeg]","Materials: Mahogany; Provenance: made in Mahogany, Veneered in Rosewood and lined with Spanish Cedar. The Hand Polished Velvet finish and interior gives a richness that has earned the Manning Company a well deserved place at the Pinnacle of the Master Cabinet Maker. Width"
116,Irish Regency Mahogany Twin Door Cabinet - Circa 1820,Fine Furniture - Antiques from Dublin Ireland,3 x,"€1,950.00",No,1,22/02/2014,"[https://file.4pm.ie/152/dc5ca36d.jpg, https://file.4pm.ie/152/eec15491.jpg, https://file.4pm.ie/152/717ddd0b.jpg]","Height: 34 (87cm), Width: 45 (113cm), Depth: 11.5 (29cm); Materials: Mahogany; State: Restored/Cleaned"
117,Sold Bronze - The Flute Lesson by Jacques Coinchon (1814-1881),Recently Sold,5 x,"€1,250.00",No,2,31/05/2024,"[https://file.4pm.ie/941/67fc3206.jpg, https://file.4pm.ie/941/76aec7ac.jpg, https://file.4pm.ie/941/46acaba8.jpg, https://file.4pm.ie/941/f7879008.jpg, https://file.4pm.ie/941/7ccc4911.jpg]","Height: 13 (33cm), Width: 10.25 (26cm), Depth: 5.5 (14cm); Materials: Bronze"
118,Sold Antique Royal Doulton Lambert Jug Pitcher Sterling Mount Shakespeare Interest,Recently Sold,5 x,€295.00,No,2,29/06/2024,"[https://file.4pm.ie/933/fd59e63d.jpg, https://file.4pm.ie/933/79acfd19.jpg, https://file.4pm.ie/933/1f676602.jpg, https://file.4pm.ie/933/cf189498.jpg, https://file.4pm.ie/933/84f72e23.jpg]",Materials: Silver; Features: Rare piece
119,Antique French Porcelain Jacob Petite Desk Set Inkstand Provenance Ava Gardner,Newest Listings - Art and Antique Gallery Dublin,7 x,"€1,975.00",No,1,28/10/2024,"[https://file.4pm.ie/945/ef94f4f3.jpg, https://file.4pm.ie/945/eb0cc795.jpg, https://file.4pm.ie/945/8e803abf.jpg, https://file.4pm.ie/945/154713c2.jpg, https://file.4pm.ie/945/1aad2505.jpg, https://file.4pm.ie/945/ef51fc87.jpg, https://file.4pm.ie/945/c2832475.jpg]","Materials: Porcelain; Provenance: Provenance: Purchased from the estate of American Actress Ava Gardner ; Features: Provenance available, Rare piece"
120,Sold Antique Grand Tour Bronze Sculpture Bust of Dante Alighieri Alabaster Base 19Ct,Recently Sold,5 x,€475.00,No,2,04/07/2023,"[https://file.4pm.ie/931/d6594cc6.jpeg, https://file.4pm.ie/931/f4b1df5c.jpeg, https://file.4pm.ie/931/e66d3e47.jpeg, https://file.4pm.ie/931/2ff894ef.jpeg, https://file.4pm.ie/931/756bba1d.jpeg]","Height: 4.5 (11.5cm); Materials: Bronze, Gold"
121,Sold Set of 4 Royal Worcester Cabinet Plates - Circa 1920 - Hand Painted - Signed,Recently Sold,8 x,€895.00,No,2,09/06/2025,"[https://file.4pm.ie/924/b51ba2c6.jpg, https://file.4pm.ie/924/a3081ca.jpg, https://file.4pm.ie/924/cfe9d7fd.jpg, https://file.4pm.ie/924/175bc447.jpg, https://file.4pm.ie/924/11f77106.jpg, https://file.4pm.ie/924/77aa9a17.jpg, https://file.4pm.ie/924/5c45308e.jpg, https://file.4pm.ie/924/90b8127f.jpg]",Materials: Gold
122,Sold Royal Worcester Porcelain Elephant - Circa 1880 - Good Condition,Recently Sold,7 x,"€1,250.00",No,2,09/04/2018,"[https://file.4pm.ie/830/bbe6cd1d.jpg, https://file.4pm.ie/830/7f83239f.jpg, https://file.4pm.ie/830/ff460576.jpg, https://file.4pm.ie/830/68cb1cef.jpg, https://file.4pm.ie/830/3e19faa0.jpg, https://file.4pm.ie/830/bfcfee1c.jpg, https://file.4pm.ie/830/fb8449c6.jpg]",Height: 11.5 (29cm); Materials: Porcelain
123,Sold Superb Walnut Jewellery Casket – Manning of Ireland – Irish,Recently Sold,6 x,€790.00,No,2,18/04/2025,"[https://file.4pm.ie/946/cd5004dc.jpg, https://file.4pm.ie/946/2b645e4.jpg, https://file.4pm.ie/946/6e07c945.jpg, https://file.4pm.ie/946/ba20a94e.jpg, https://file.4pm.ie/946/c0863f8c.jpg, https://file.4pm.ie/946/98f2f029.jpg]","Materials: Mahogany, Walnut; Provenance: Ireland"
124,Superb Luxury Chess Set - Samurai - The Battle of Nagashino,Newest Listings - Art and Antique Gallery Dublin,2 x,"€8,250.00",No,1,07/03/2025,"[https://file.4pm.ie/947/1a65709b.jpg, https://file.4pm.ie/947/e5f9c0f5.jpg]","Width: 22 (56cm), Height: 4.75 (9.5cm); Materials: Bronze, Gold, Marble, Silver"
125,Sold Rare Bear group Bronze by Giuseppe Gambogi. (1862-1938) - Signed,Recently Sold,8 x,"€5,990.00",No,2,08/02/2022,"[https://file.4pm.ie/827/d57bbf27.jpg, https://file.4pm.ie/827/847491af.jpg, https://file.4pm.ie/827/3eef7804.jpg, https://file.4pm.ie/827/26ea0704.jpg, https://file.4pm.ie/827/ac730ff8.jpg, https://file.4pm.ie/827/db9898ea.jpg, https://file.4pm.ie/827/e02903c0.jpg, https://file.4pm.ie/827/df90a352.jpg]","Height: 15.25 (39cm), Width: 10.5 (26.5cm); Materials: Bronze, Marble, Silver; Features: Rare piece"
126,John Schwatschke A Thorn between Two Roses Oil on Canvas - Framed,Paintings and Engravings - Antique Shop Ireland,4 x,"€1,590.00",No,1,16/10/2024,"[https://file.4pm.ie/945/bf6afa96.jpg, https://file.4pm.ie/945/bd46038d.jpg, https://file.4pm.ie/945/95b7ae05.jpg, https://file.4pm.ie/945/5196d9e5.jpg]","Height: 26 (66cm), Width: 21 (53.3cm)"
128,"Sold Pierre Le Faguays Tropheé a green patinated bronze figural Group, circa 1925",Recently Sold,4 x,"€3,400.00",No,2,04/08/2023,"[https://file.4pm.ie/736/422d5344.jpg, https://file.4pm.ie/736/350e92a4.jpg, https://file.4pm.ie/736/d2ebc57.jpg, https://file.4pm.ie/736/aa93afe1.jpg]","Height: 26 (66cm); Materials: Bronze, Marble"
129,Murano Glass Pipe Chandelier - Circa 1960 - Italian,Luxury Table Lamps and Lighting - Antique Lamps,3 x,"€1,950.00",No,1,18/03/2017,"[https://file.4pm.ie/761/573a2349.jpg, https://file.4pm.ie/761/3fc38aef.jpg, https://file.4pm.ie/761/1c70af63.jpg]",Height: 26 (66cm); Materials: Glass; Provenance: Ireland
130,Sold Ted Jones - Oil on Canvas - Thinking of Home - Circa 1992,Recently Sold,4 x,"€5,500.00",No,1,26/05/2018,"[https://file.4pm.ie/816/fc23e49a.jpg, https://file.4pm.ie/816/8945bb57.jpg, https://file.4pm.ie/816/e1ed0e53.jpg, https://file.4pm.ie/816/7c4ddcbd.jpg]","Height: 16 (41cm), Width: 12 (30.5cm)"
131,Marble Topped Rosewood Console Table - French Circa 1835,Fine Furniture - Antiques from Dublin Ireland,4 x,"€2,250.00",No,1,24/02/2023,"[https://file.4pm.ie/927/190f0a30.jpg, https://file.4pm.ie/927/56ee57a8.jpg, https://file.4pm.ie/927/ec696693.jpg, https://file.4pm.ie/927/78ca1466.jpg]","Height: 33 (84cm), Depth: 19.75 (50cm), Width: 35.5 (90cm); Materials: Marble"
132,Sold Antique Flame Mahogany English Regency Tea Poy Gillows Lancaster Tea Caddy 19 Ct,Recently Sold,8 x,"€1,475.00",No,2,20/11/2021,"[https://file.4pm.ie/915/95d25231.jpg, https://file.4pm.ie/915/9671929c.jpg, https://file.4pm.ie/915/fb216b35.jpg, https://file.4pm.ie/915/1c05ec20.jpg, https://file.4pm.ie/915/c307acd3.jpg, https://file.4pm.ie/915/6561f42.jpg, https://file.4pm.ie/915/74d16d5f.jpg, https://file.4pm.ie/915/2af441f.jpg]",Materials: Glass
133,Framed Map of Ireland - 1793 - Alexander Taylor - Excellent Condition,Newest Listings - Art and Antique Gallery Dublin,7 x,"€1,950.00",No,1,22/02/2025,"[https://file.4pm.ie/947/1349436a.jpg, https://file.4pm.ie/947/34168bf3.jpg, https://file.4pm.ie/947/179bc44f.jpg, https://file.4pm.ie/947/1b037db.jpg, https://file.4pm.ie/947/2524945f.jpg, https://file.4pm.ie/947/2e569352.jpg, https://file.4pm.ie/947/e9b90d0b.jpg]","Height: 33.25 (84.5cm), Width: 28.5 (73cm); Provenance: Ireland"
134,Sold Rare Irish Carved Bog Oak Book Slide Attrib. To Cornelius Goggin Dublin Ireland 19Ct,Recently Sold,7 x,"€1,375.00",No,2,06/07/2019,"[https://file.4pm.ie/866/7b3ebbad.jpg, https://file.4pm.ie/866/f2808589.jpg, https://file.4pm.ie/866/eb1244e2.jpg, https://file.4pm.ie/866/21410cb1.jpg, https://file.4pm.ie/866/74996381.jpg, https://file.4pm.ie/866/8c88b067.jpg, https://file.4pm.ie/866/e0a83108.jpg]","Width: 19.25 (49cm), Depth: 6.25 (15.75cm); Materials: Oak; Provenance: Ireland; Features: Rare piece"
135,Georgian Revival Mahogany Stool Circa 1920,Fine Furniture - Antiques from Dublin Ireland,4 x,€555.00,No,1,11/03/2020,"[https://file.4pm.ie/899/cdc60faf.jpg, https://file.4pm.ie/899/5a98f018.jpg, https://file.4pm.ie/899/55de2ad7.jpg, https://file.4pm.ie/899/14631f37.jpg]","Height: 20 (51cm), Width: 24 (61cm), Depth: 20 (51cm); Materials: Mahogany"
